id,clean_text,Political,Economic,Technical,Market,Other,,
1255,Monthly RSI has been maintaining a multi-year Higher Low since Jan $BTC would lose orange MA as suppor,0,0,0,0,0,,
1256,Monthly RSI has been maintaining a multi-year Higher Low since January $BTC,0,0,0,0,0,,
1257,"The Weekly Bollinger Bands are narrowing, compressingBollinger Band compression precedes price volatility",0,0,0,0,0,,
1258,is successfully retesting the mid-point of the Weekly Bollinger Bands as support (orange)Previous retests of,0,0,0,0,0,,
1259,What's interesting about right now is that it is in the process of retesting the Quarterly Mid-Range area as s,0,0,0,0,0,,
1260,This is the lower timeframe trendline resistance probably needs to break for trend acceleration$BTC,0,0,0,0,0,,
1261,#NAME?,0,0,0,0,0,,
1262,- Quarterly (3M)Performed a Quarterly Close below the red Mid-Range resistance area for three Quarters in a,0,0,0,0,0,,
1263,Can you believe has recently formed its first Quarterly Candle this year?$BTC,0,0,0,0,0,,
1264,It's early on in the new week but it's worth mentioning that has developed an early-stage Higher Low on the We,0,0,0,0,0,,
1265,: has performed a successful retest of a key Bull Market EMA (21-week EMA) for the first time since early August,0,0,0,0,0,,
1266,"$ZIL / USD - Strong move to its last M resistance (red)Precarious situation to be below it, espe",0,0,0,0,0,,
1267,": New Altcoin Newsletter is out now I share my charts and analysis on AltcoinsThese Altcoins include $ZIL, $VET, $VRA",0,0,0,0,0,,
1268,is currently building its next uptrend$BTC,0,0,0,0,0,,
1269,"has dipped into one of the Bull Market EMAs for a retestThough it doesn't have to, technically, $BTC could e",0,0,0,0,0,,
1270,Yearly candle has turned green$BTC,0,0,0,0,0,,
1271,March Monthly candle is a green bullish hammer$BTC,0,0,0,0,0,,
1272,is positioning itself well for a successful retest of two key Bull Market EMAs (green -week &amp; blue -week E,0,0,0,0,0,,
1273,has performed a successful retest of a key Bull Market EMA (21-week EMA) for the first time since early August,0,0,0,0,0,,
1274,successfully retested the mid-point of the Weekly Bollinger Bands as supportThis means that $BTC is gearing,0,0,0,0,0,,
1275,: Many feel go much lower because of the Double Top formation on the Weekly timeframeImagine if $BTC were to for,0,0,0,0,0,,
1276,: It doesn't have to happen but...A dip would be healthyBecause price would be able to go ahead and reclaim a previ,0,0,0,0,0,,
1277,"New Altcoin Newsletter is out now I share my charts and analysis on AltcoinsThese Altcoins include $ZIL,",0,0,0,0,0,,
1278,": If a dip happens after this strong move, it would be entirely sensible for to dip into the Bull Market EMAs for a ret",0,0,0,0,0,,
1279,: Mid-point of the Weekly Bollinger Bands have been a useful reference point for priceUseful in determining whether $,0,0,0,0,0,,
1280,: New Rekt Capital Bitcoin Newsletter is out now I share my perspective on this new uptrendFeel free to sign up:,0,0,0,0,0,,
1281,: may very well be developing a higher timeframe Ascending Triangle$BTC,0,0,0,0,0,,
1282,"$ZIL / USD - Incredible move, breaking beyond orange resistanceA Monthly Close above orange could",0,0,0,0,0,,
1283,New Rekt Capital Bitcoin Newsletter is out now I share my perspective on this new uptrendFeel free to sig,0,0,0,0,0,,
1284,"Technically, if flips the black ~$47000 Monthly level into support this March...There's little major Monthly",0,0,0,0,0,,
1285,Not only has reclaimed July resistance as support (blue)...And not only has $BTC reclaimed September/Oc,0,0,0,0,0,,
1286,Mid-point of the Weekly Bollinger Bands have been a useful reference point for priceUseful in determining wh,0,0,0,0,0,,
1287,is setting itself up for a bullish Monthly Candle Close$BTC,0,0,0,0,0,,
1288,"has enjoyed a picture-perfect reversal from the Lower Bollinger Band supportRecently, $BTC enjoyed a breakou",0,0,0,0,0,,
1289,bottomed at the Weekly Bollinger BandThat was the bottom$BTC,0,0,0,0,0,,
1290,Dominance continues the downside following its successful rejection from the red resistanceWhen BTC Dominanc,0,0,0,0,0,,
1291,Money is flowing into Altcoins,0,0,0,0,0,,
1292,The Altcoin market is almost entirely green todayWhat a start to the new week,0,0,0,0,0,,
1293,What comes after Season?Altcoin Season,0,0,0,0,0,,
1294,": I've just published a new edition of the Rekt Capital newsletter""Altcoin Special""I share my analysis on AltcoinsTh",0,0,0,0,0,,
1295,Previous Weekly Candle Closes above ~$43100 (i.e. blue circle) have preceded a move to ~$52000$BTC,0,0,0,0,0,,
1296,"is now down % from the ~$69,000 All Time Highs$BTC",0,0,0,0,0,,
1297,New Yearly Highs for $BTC,0,0,0,0,0,,
1298,: has performed a Weekly Candle Close above the -week Bull Market EMA when price is in an uptrend for the first time,0,0,0,0,0,,
1299,"Welcome back to $48,000 $BTC",0,0,0,0,0,,
1300,: Over the weekend has broken through!Before we all celebrate we need to first calm down a little and pay attention,0,0,0,0,0,,
1301,It doesn't have to happen but...A dip would be healthyBecause price would be able to go ahead and reclaim,0,0,0,0,0,,
1302,The recent Weekly Candle Close means that BTC has confirmed a return to the ~$43100-$52000 range (black-black),0,0,0,0,0,,
1303,The moment is able to breach the mid-range resistance...Is the moment that $BTC will ascend into the upper h,0,0,0,0,0,,
1304,has broken beyond the two Bull Market EMAsBTC is positioning itself for an attempt to break in to the upper,0,0,0,0,0,,
1305,is enjoying two green Weekly candles in a row nowBut the last time $BTC was able to enjoy three Weekly candl,0,0,0,0,0,,
1306,has completed its second U-Shaped formationThe Double Bottom formation at a Higher Low has been validated,0,0,0,0,0,,
1307,"If a dip happens after this strong move, it would be entirely sensible for to dip into the Bull Market EMAs fo",0,0,0,0,0,,
1308,has performed a Weekly Candle Close above the -week Bull Market EMA when price is in an uptrend for the firs,0,0,0,0,0,,
1309,has confirmed a breakout from the Weekly Ascending Triangle$BTC,0,0,0,0,0,,
1310,Very exciting new Weekly Candle Close$BTC,0,0,0,0,0,,
1311,": is trying to perform a U-Shaped reversal, similar to the one from a few weeks agoMeanwhile, some Altcoins are also",0,0,0,0,0,,
1312,has broken out from its Ascending TriangleAnd is mere hours away from a bullish Weekly CloseOver the past,0,0,0,0,0,,
1313,has reached its highest price point this year$BTC,0,0,0,0,0,,
1314,"Welcome back to $46,000 $BTC",0,0,0,0,0,,
1315,I publish the Rekt Capital Newsletter three times a weekOn Mondays I share exclusive macro research on We,0,0,0,0,0,,
1316,hasn't been this close to reclaiming these two Bull Market EMAs as support in weeksWeekly Candle Close above,0,0,0,0,0,,
1317,Not only has reclaimed July resistance as support this month (blue)...But $BTC is also in the process o,0,0,0,0,0,,
1318,Current Monthly candle is a green bullish hammer$BTC,0,0,0,0,0,,
1319,If history repeats and Weekly Candle Closes above ~$43100...Then BTC could dip early next week before furthe,0,0,0,0,0,,
1320,: has recently reclaimed the Pi-Cycle -day MA as support for the first time since late September $BTC,0,0,0,0,0,,
1321,looks well-positioned for a strong Weekly Candle Close$BTC,0,0,0,0,0,,
1322,"$ZIL / USD - That was very quickMere hours later, ZIL has rallied towards the orange resistance a",0,0,0,0,0,,
1323,": $ZIL / USD - Rallies even higher, breaking the red resistanceTo remain bullish, ZIL would need to keep t",0,0,0,0,0,,
1324,The most important thing to note about the Monthly chart is that price has reclaimed the July resistance,0,0,0,0,0,,
1325,: New edition of the Rekt Capital Newsletter is liveI share my updated Altcoin WatchlistFeel free to sign up:,0,0,0,0,0,,
1326,"$ZIL / USD - Rallies even higher, breaking the red resistanceTo remain bullish, ZIL would need to",0,0,0,0,0,,
1327,is breaking beyond the -week EMAThis is one of the EMAs that $BTC needs to reclaim as support to return in,0,0,0,0,0,,
1328,is positioning itself well for a breakout Weekly Close beyond a key Bull Market EMA (21-week EMA)$BTC,0,0,0,0,0,,
1329,$ZIL / USD - ZIL has performed a phenomenal rally after reclaiming Monthly support (green)Rallied,0,0,0,0,0,,
1330,has recently reclaimed the Pi-Cycle -day MA as support for the first time since late September $BTC,0,0,0,0,0,,
1331,Much like ...$ETH is also in the process of breaking out from its Ascending TriangleWeekly Close above the,0,0,0,0,0,,
1332,": New Altcoin Newsletter is out now I share my thoughts and analysis on AltcoinsThese Altcoins are $LTC, $XTZ, $MATIC",0,0,0,0,0,,
1333,So many seemingly bearish catalysts over the past few weeks just haven't been able to move 's price downWhat,0,0,0,0,0,,
1334,": Aside from the first two days of the month, investors have been Extremely Fearful towards for most of MarchMeanwhil",0,0,0,0,0,,
1335,"After a successful trade, dopamine is released in the brain, leading to the desire to repeat this experienceTry t",0,0,0,0,0,,
1336,"New Altcoin Newsletter is out now I share my thoughts and analysis on AltcoinsThese Altcoins are $LTC, $XTZ,",0,0,0,0,0,,
1337,When multi-month downtrends endNew multi-month uptrends emerge,0,0,0,0,0,,
1338,": Today's newsletter gives a little light of hope!We talk about and three altcoins , and .Want to s",0,0,0,0,0,,
1339,"Initially, it looked like was forming a macro sideways re-accumulation rangeBut with the development of the",0,0,0,0,0,,
1340,may very well be developing a higher timeframe Ascending Triangle$BTC,0,0,0,0,0,,
1341,Last time was at these prices?A month agoBut because of the lack of volatility in the market over the past,0,0,0,0,0,,
1342,"is approaching $45,000$BTC",0,0,0,0,0,,
1343,follows the black path perfectly$BTC is now at a critical juncture where it needs to perform a Weekly Close,0,0,0,0,0,,
1344,: If indeed performs a Weekly Close above the red $38000 area...Then $BTC could follow the black pathwayIn which ca,0,0,0,0,0,,
1345,is in the process of breaking out from this Ascending TriangleNeeds a Weekly Close above the green ~$43100 l,0,0,0,0,0,,
1346,"Welcome back to $44,000 $BTC",0,0,0,0,0,,
1347,": Current Candle Close has successfully engulfed the previous weeks' worth of price actionBefore, the resist",0,0,0,0,0,,
1348,"continues to make Higher Lows relative to the green Macro Range Low areaNonetheless, $BTC is still just cons",0,0,0,0,0,,
1349,"At this stage, the Monthly Candle Close is looking even better$BTC appears to have successfully retested the",0,0,0,0,0,,
1350,A Weekly Close above the green -week EMA should be enough to confirm strong upside$BTC,0,0,0,0,0,,
1351,is trying to break past the two Bull Market EMAs (green -week &amp; blue -week)Reclaim these EMAs as support,0,0,0,0,0,,
1352,"is breaking out from the Weekly Ascending TriangleBut for $BTC to confirm this breakout, BTC needs to flip t",0,0,0,0,0,,
1353,is breaking out from the Weekly Ascending Triangle$BTC,0,0,0,0,0,,
1354,Monthly Candle has turned green$BTC,0,0,0,0,0,,
1355,": Indeed, for the time being the downside volatility below the blue level appears to have been part of a volatile retes",0,0,0,0,0,,
1356,: Monthly timeframe continues to show a sustained series of Higher Lows$BTC,0,0,0,0,0,,
1357,"Current Candle Close has successfully engulfed the previous weeks' worth of price actionBefore, the",0,0,0,0,0,,
1358,has successfully retested the green dashed diagonal as new support &amp; price has since sprung to the green ~$431,0,0,0,0,0,,
1359,New edition of the Rekt Capital Newsletter is liveI share my updated Altcoin WatchlistFeel free to sign up:,0,0,0,0,0,,
1360,: If successfully retests the green dashed diagonal as new support...Then $BTC will spring towards the green ~$43100,0,0,0,0,0,,
1361,New edition of the Rekt Capital Newsletter is out nowI share my realistic thoughts on and what's next for it,0,0,0,0,0,,
1362,Dominance successfully rejects from the red resistance$BTC,0,0,0,0,0,,
1363,Successful reclaim of the green diagonal as new support will: See price likely revisit ~$43100 (green resis,0,0,0,0,0,,
1364,If successfully retests the green dashed diagonal as new support...Then $BTC will spring towards the green ~,0,0,0,0,0,,
1365,New Weekly Candle Closes just barely above the dashed green diagonal resistance$BTC may now be in the proces,0,0,0,0,0,,
1366,New Weekly Close has engulfed the past Weekly candlesPrevious Weekly candles have been harshly rejected,0,0,0,0,0,,
1367,The new Weekly Candle Close has successfully engulfed the previous weeks' worth of price action$BTC,0,0,0,0,0,,
1368,is mere hours away from confirming a bullish engulfing Weekly candleThis engulfing candle encompasses the pr,0,0,0,0,0,,
1369,The upcoming Weekly candle close is looming large and price is just at the green dashed diagonal resistanceB,0,0,0,0,0,,
1370,I publish the Rekt Capital Newsletter three times a weekOn Mondays I share exclusive macro research on We,0,0,0,0,0,,
1371,Monthly timeframe continues to show a sustained series of Higher Lows$BTC,0,0,0,0,0,,
1372,"Indeed, for the time being the downside volatility below the blue level appears to have been part of a volatil",0,0,0,0,0,,
1373,has followed the black path perfectly$BTC,0,0,0,0,0,,
1374,"Welcome back to $42,000 $BTC",0,0,0,0,0,,
1375,"At this moment, is well-positioned for a successful retest of the blue ~$41500 level as support$BTC",0,0,0,0,0,,
1376,"So far, so good $BTC has almost completed its second U-Shaped formationBTC will need to break beyond the b",0,0,0,0,0,,
1377,Still a Higher Low on 's priceStill a Higher Low on the Weekly RSIStill a Higher Low on the Weekly MACD his,0,0,0,0,0,,
1378,is now approaching the blue -week EMA resistanceThis is the EMA that $BTC needs to reclaim as support to r,0,0,0,0,0,,
1379,New Weekly Close is coming soon$BTC is still holding the Higher Low,0,0,0,0,0,,
1380,": New edition of the Rekt Capital Newsletter is live""Bitcoin - My Long Term Perspective""I share my thoughts on where the",0,0,0,0,0,,
1381,"has revisited the dashed green diagonal resistanceIn fact, $BTC is in the process of breaking beyond itBTC",0,0,0,0,0,,
1382,": has rebounded from the Higher Low once againThis week, the green dashed diagonal resistance will be the one to watc",0,0,0,0,0,,
1383,": is setting itself for a green-circled Weekly Close at this timeA Weekly Close above the red ~$38000 area, just like",0,0,0,0,0,,
1384,"If Weekly closes just like this, the series of Lower Highs would be invalidatedIn which case, a Bear Flag sc",0,0,0,0,0,,
1385,A Weekly candle close at current prices (~$42000) would invalidate the multi-month series of Lower Highs$BTC,0,0,0,0,0,,
1386,is on the cusp of performing a Weekly candle close that would engulf the previous three Weekly candlesSuch a,0,0,0,0,0,,
1387,: Monthly chart shows that BTC is the process of a retest attempt of the blue $41400$BTC isn't very far away from it,0,0,0,0,0,,
1388,": Today's newsletter mentions the , how it cleared up the market a little which hopefully will help .We also tal",0,0,0,0,0,,
1389,": New edition of the Rekt Capital Newsletter is now live""My Altcoin Watchlist""This edition features TA on Altcoins tha",0,0,0,0,0,,
1390,"New edition of the Rekt Capital Newsletter is now live""My Altcoin Watchlist""This edition features TA on Altco",0,0,0,0,0,,
1391,"is setting itself for a green-circled Weekly Close at this timeA Weekly Close above the red ~$38000 area, ju",0,0,0,0,0,,
1392,"Aside from the first two days of the month, investors have been Extremely Fearful towards for most of MarchM",0,0,0,0,0,,
1393,Investors have been Extremely Fearful towards for two weeks straight$BTC,0,0,0,0,0,,
1394,This is what the Ascending Triangle looks like when zoomed out on the MonthlyBreakout from the Ascending Tri,0,0,0,0,0,,
1395,While attempts to reclaim the blue ~$41800 level as support this March...It still has two more resistances (,0,0,0,0,0,,
1396,rallies straight into the green dashed diagonal resistanceThis is what BTC needs to break to challenge the ~,0,0,0,0,0,,
1397,"has rebounded from the Higher Low once againThis week, the green dashed diagonal resistance will be the one",0,0,0,0,0,,
1398,"For the past weeks, has performed Weekly Candle Closes inside the red ~$38000 areaThis hasn't been enough",0,0,0,0,0,,
1399,: is much closer to the point of maximum financial opportunity than it is to the point of maximum financial risk$BTC,0,0,0,0,0,,
1400,: Monthly timeframe shows a sustained series of Higher Lows$BTC,0,0,0,0,0,,
1401,"is trying to perform a U-Shaped reversal, similar to the one from a few weeks agoMeanwhile, some Altcoins ar",0,0,0,0,0,,
1402,"New edition of the Rekt Capital Newsletter is live""Bitcoin - My Long Term Perspective""I share my thoughts on wh",0,0,0,0,0,,
1403,New Weekly Close shows that the Higher Low (green) is still intact and price is still in the process of trying,0,0,0,0,0,,
1404,All it takes is one bullish catalyst to end a correction$BTC,0,0,0,0,0,,
1405,Monthly timeframe shows a sustained series of Higher Lows$BTC,0,0,0,0,0,,
1406,"This is now the th week that is hovering below the blue -week EMAIn July , $BTC briefly dipped below",0,0,0,0,0,,
1407,New Weekly Close$BTC is still holding the Higher Low,0,0,0,0,0,,
1408,is much closer to the point of maximum financial opportunity than it is to the point of maximum financial risk$BTC,0,0,0,0,0,,
1409,": The wait is overI'm excited to finally present to you...The NEW Rekt Capital course:""Bitcoin Investing""Explore now",0,0,0,0,0,,
1410,: A Weekly Close above the red $38000 area could set price up to follow the black pathPrevious green circles have sho,0,0,0,0,0,,
1411,: A Weekly Close above $39400 would be sufficiently bullish for BTC to try and attempt a break of the dashed green diag,0,0,0,0,0,,
1412,": has indeed dipped towards the blue levelIn fact, BTC has even overextended below itNonetheless, this may be part",0,0,0,0,0,,
1413,: Higher Low on 's priceHigher Low on the Weekly RSIHigher Low on the Weekly MACD histograms$BTC,0,0,0,0,0,,
1414,"New edition of the Rekt Capital Altcoin Newsletter is liveIn today's edition, I share my thoughts on Altcoins i",0,0,0,0,0,,
1415,A Weekly Close above $39400 would be sufficiently bullish for BTC to try and attempt a break of the dashed gre,0,0,0,0,0,,
1416,is forming a Higher LowBut what doesn't get mentioned nearly as much is that $ETH too is forming a Higher Lo,0,0,0,0,0,,
1417,If indeed performs a Weekly Close above the red $38000 area...Then $BTC could follow the black pathwayIn w,0,0,0,0,0,,
1418,A Weekly Close above the red $38000 area could set price up to follow the black pathPrevious green circles h,0,0,0,0,0,,
1419,"In January , performed a U-Shaped reversalNow this March, $BTC is trying to perform another U-Shaped rev",0,0,0,0,0,,
1420,"For to enjoy a bullish Weekly Close, BTC needs to either Weekly Close in the red $38000 area...Or just above",0,0,0,0,0,,
1421,'s price positioning relative to $38K (red) got even better compared to hrs agoFor BTC to reclaim red as su,0,0,0,0,0,,
1422,"A Weekly Close above ~$39400 would be ideal for priceAt this time, BTC is setting itself up for just that$BTC",0,0,0,0,0,,
1423,The Weekly Close is looming large and BTC is still well-positioned for a close just like in previous green cir,0,0,0,0,0,,
1424,": New edition of the Rekt Capital Newsletter is live ""Bitcoin Market Update""I share my thoughts on as well as $ETH,",0,0,0,0,0,,
1425,"To move higher inside its macro range, needs to reclaim the two key Bull Market EMAs to confirm bullish moment",0,0,0,0,0,,
1426,"Over the past few weeks, has been producing upside wicks beyond the Ascending Triangle top resistance (orange",0,0,0,0,0,,
1427,Bullish on And bullish on listed before any other exchange &amp; consistently launching new prod,0,0,0,0,0,,
1428,is still consolidating between the green Higher Low support and the blue -week EMA resistanceThe Higher Lo,0,0,0,0,0,,
1429,Higher Low on 's priceHigher Low on the Weekly RSIHigher Low on the Weekly MACD histograms$BTC,0,0,0,0,0,,
1430,"has indeed dipped towards the blue levelIn fact, BTC has even overextended below itNonetheless, this may b",0,0,0,0,0,,
1431,is still struggling with the green dashed diagonal resistanceBitcoin continues to form Higher Lows and Lower,0,0,0,0,0,,
1432,The most important EMAs &amp; MAs that have historically dictated breakouts are suggesting that the ~$43100 level,0,0,0,0,0,,
1433,"New edition of the Rekt Capital Newsletter is live ""Bitcoin Market Update""I share my thoughts on as well a",0,0,0,0,0,,
1434,has performed upside wicks beyond the $43100 resistance on a few occasions over the past few weeks (orange cir,0,0,0,0,0,,
1435,performs a successful retest and rallies towards the $43100 Range High (black)$BTC,0,0,0,0,0,,
1436,needs to flip the diagonal into support to dispel any notion of this current structure being Bear Flag$BTC,0,0,0,0,0,,
1437,Not only is forming a Higher Low on its price action on the Weekly timeframe...But it is also forming a High,0,0,0,0,0,,
1438,'s current potential Ascending Triangle reminds me of a similar pattern that preceded a BTC breakout last Septe,0,0,0,0,0,,
1439,is following the black path very well thus farShared in Monday's edition of the Rekt Capital newsletterFee,0,0,0,0,0,,
1440,continues to hover below the blue -week EMABreaks beyond this EMA have preceded immense upsideTurn this,0,0,0,0,0,,
1441,enjoys a strong rebound from the Higher Low$BTC is once again close to the two Bull Market EMAsThese will,0,0,0,0,0,,
1442,is still maintaining this Ascending Triangle $BTC,0,0,0,0,0,,
1443,has successfully held the $38000 area as support and rebounded strongly$BTC,0,0,0,0,0,,
1444,has successfully retested the green Higher Low as supportFantastic +12% rebound has followed$BTC is now ch,0,0,0,0,0,,
1445,Looks like is trying to repeat the move from last week$BTC,0,0,0,0,0,,
1446,has rebounded from the multi-week Higher Low once againThis Higher Low has held as valuable support since la,0,0,0,0,0,,
1447,"Welcome back to $42,000 $BTC",0,0,0,0,0,,
1448,has successfully retested the red $38000 area as support$BTC is getting closer towards the Range High (black,0,0,0,0,0,,
1449,has been moving sideways between the $38000 &amp; $43100 price levels over the past few weeksBut this consolidat,0,0,0,0,0,,
1450,"is trying to retest ~$38000 (red) in similar fashion to previous green circled retestsThis time, $BTC has a",0,0,0,0,0,,
1451,is trying to confirm bullish momentum as we speakBut there are a few reasons to be bullish on : Sp,0,0,0,0,0,,
1452,has revisited the green Higher Low and is retesting it as supportSuccessful retest here and $BTC could actua,0,0,0,0,0,,
1453,": Ultimately, next Weekly close will confirm whether the Lower High (dashed green diagonal) is a notable resistanceWe",0,0,0,0,0,,
1454,: But even if this series of Lower Highs develops... could still reasonably be able produce an upside wick into the ~$,0,0,0,0,0,,
1455,"New edition of the Rekt Capital Newsletter is out now!""Bitcoin - My Price Targets""I share my price levels",0,0,0,0,0,,
1456,continues to hover below the blue -week EMABreaks beyond this EMA have preceded immense upsideTurn this,0,0,0,0,0,,
1457,"Somehow, March figured as a catalyst for a new uptrendSomehow, February is figuring as a catalyst",0,0,0,0,0,,
1458,All it takes is one bullish catalyst to end a correction$BTC,0,0,0,0,0,,
1459,has entered a Volume GapVolume Gaps tend to get filled entirelyMajor Volume Gap resistance lies ahead at t,0,0,0,0,0,,
1460,: Looks like a HTF chuvashov fork break out on after that mega D close last nightPrice still got $45k resistance above,0,0,0,0,0,,
1461,": New edition of the Rekt Capital Newsletter is live ""Is Gearing Up For A Strong Uptrend?""Today's newsletter is fr",0,0,0,0,0,,
1462,is trying to break beyond the green dashed diagonal resistance right now$BTC,0,0,0,0,0,,
1463,: needs to hold this Higher Low for this potential Ascending Triangle to remain in play$BTC https://,0,0,0,0,0,,
1464,is currently forming a Bullish Engulfing Candle on the Weekly timeframe$BTC,0,0,0,0,0,,
1465,"New edition of the Rekt Capital Newsletter is live ""Is Gearing Up For A Strong Uptrend?""Today's newslette",0,0,0,0,0,,
1466,'s next mission is to take out the green dashed diagonal resistance for the Ascending Triangle to become the pr,0,0,0,0,0,,
1467,This black Higher Low shows that buyers are happy to buy Bitcoin at higher prices every time there is a strong,0,0,0,0,0,,
1468,forming a new Higher Low means that Bitcoin is now enjoying a series of macro Higher Lows dating back to July,0,0,0,0,0,,
1469,is potentially forming an Ascending Triangle on the Weekly timeframe$BTC,0,0,0,0,0,,
1470,"has reclaimed the red $38,000 area into support on lower timeframes and move back to the low $40,000s$BTC",0,0,0,0,0,,
1471,is approaching the green dashed diagonal resistance after a fantastic rebound from the new Higher Low$BTC co,0,0,0,0,0,,
1472,is now approaching the dashed green diagonal resistanceImportant that BTC is able to break beyond this diago,0,0,0,0,0,,
1473,doing well the maintain the Higher Low with a great reaction thus far$BTC,0,0,0,0,0,,
1474,Fantastic buy-side reaction from the new Higher Low$BTC,0,0,0,0,0,,
1475,"Another way to conceptualise 's current price action:Consolidation in a symmetrical triangle, with an early-s",0,0,0,0,0,,
1476,enjoys an initial buy-side reaction from the early-stage Higher Low$BTC,0,0,0,0,0,,
1477,"Ultimately, next Weekly close will confirm whether the Lower High (dashed green diagonal) is a notable resista",0,0,0,0,0,,
1478,But even if this series of Lower Highs develops... could still reasonably be able produce an upside wick into,0,0,0,0,0,,
1479,"Of course, in the meantime we shouldn't ignore the possibility of a series of Lower Highs forming on inside th",0,0,0,0,0,,
1480,needs to hold this Higher Low for this potential Ascending Triangle to remain in play$BTC,0,0,0,0,0,,
1481,"Even though performed a Weekly Close below the red ~$38,500 area...$BTC is developing a new early-stage High",0,0,0,0,0,,
1482,Newest Weekly Close wasn't ideal as BTC closed below red ~$38500 areaInstead of closing above it in an effor,0,0,0,0,0,,
1483,": New edition of the Rekt Capital Altcoin Newsletter is out now!In today's edition, I share my thoughts on Altcoins incl",0,0,0,0,0,,
1484,I publish the Rekt Capital Newsletter three times a weekOn Mondays I share exclusive macro research on We,0,0,0,0,0,,
1485,"Dominance is still on track for further upside, though this upward progression towards the red level may exten",0,0,0,0,0,,
1486,Mission Accomplished$BTC,0,0,0,0,0,,
1487,"Despite the downside wicking below the red $38,000 region... retest is still in progressIn fact, the downsi",0,0,0,0,0,,
1488,"retest of the $38,000 region is in progressWeekly Close inside/above the red area is needed for the retest t",0,0,0,0,0,,
1489,"revisits the green Macro Range Low area, forming a Higher Low relative to the early lows$BTC",0,0,0,0,0,,
1490,Could we see a breakout on volume past the blue diagonal resistance?Such a breakout on volume could see $BTC,0,0,0,0,0,,
1491,"sell-side volume has indeed been decliningIn fact, we're seeing a strong buy-side volume bar appear this wee",0,0,0,0,0,,
1492,Looks like may be setting itself up for a green candle this week after allUpcoming Weekly candle close still,0,0,0,0,0,,
1493,": is in the process of trying to turn the ~$38,000 area into supportIf it fails to do that &amp; ~$38K turns into resista",0,0,0,0,0,,
1494,Very early-stage Ascending Triangle forming?Time will tell$BTC,0,0,0,0,0,,
1495,"New edition of the Rekt Capital Altcoin Newsletter is out now!In today's edition, I share my thoughts on Altcoi",0,0,0,0,0,,
1496,Very early signs of a new Higher Low Let's see how the Weekly candle closes to confirm$BTC,0,0,0,0,0,,
1497,": New edition of the Rekt Capital Newsletter is live ""Where Could Bottom?""I share different types of analysis which",0,0,0,0,0,,
1498,"is in the process of trying to turn the ~$38,000 area into supportIf it fails to do that &amp; ~$38K turns into",0,0,0,0,0,,
1499,"Since late , has seen three consecutive red Weekly candles only once beforeOtherwise, $BTC hasnt declin",0,0,0,0,0,,
1500,has been retracing but sell-side volume has been declining over the past two weeksLet's see if this week wil,0,0,0,0,0,,
1501,is currently retracingBut it is still forming a Higher Low relative to its ~$32800 lows$BTC,0,0,0,0,0,,
1502,The blue -week EMA has been confirmed as new resistance$BTC,0,0,0,0,0,,
1503,"continues to occupy to lower half of the macro range, dropping deeper inside it, following a rejection of the",0,0,0,0,0,,
1504,"retest of the $38,000 region is in progressWeekly Close inside/above the red area is needed for the retest t",0,0,0,0,0,,
1505,"needs to Weekly Close inside/above the red $38,000 region to confirm a successful retest as per previous green",0,0,0,0,0,,
1506,": has confirmed a Weekly Close below the black $43.100 resistance for two weeks in a row As a result, Bitcoin is opti",0,0,0,0,0,,
1507,"New edition of the Rekt Capital Altcoin Newsletter is liveI share my thoughts and analysis on Altcoins, includi",0,0,0,0,0,,
1508,: If Weekly Closes below the black ~$43100 resistance...A retest attempt of the red $38600 area would be a possibilit,0,0,0,0,0,,
1509,"has confirmed a Weekly Close below the black $43.100 resistance for two weeks in a row As a result, Bitcoin",0,0,0,0,0,,
1510,"wasn't able to reclaim the two Bull Market EMAs, therefore failing to break into the upper half of the macro r",0,0,0,0,0,,
1511,has confirmed the blue -week EMA as resistance$BTC,0,0,0,0,0,,
1512,rejects from the Mid-Range resistance area formed by two key Bull Market EMAsWhat this means is that $BTC wi,0,0,0,0,0,,
1513,"rejects from the black ~$43100 resistance for a nd week in a rowOverall, $BTC is still in its $38K-$43K ran",0,0,0,0,0,,
1514,Delighted to be featured in Top notable people in crypto and blockchain Check it out here:,0,0,0,0,0,,
1515,In today's edition of the Rekt Capital Newsletter...I share an Altcoin Review featuring my thoughts and analysis,0,0,0,0,0,,
1516,It's mid-week but is still positioned for an orange circled Weekly CloseLots can still change in the days ah,0,0,0,0,0,,
1517,": New edition of the Rekt Capital newsletter is live""Here's What Needs To Do To Confirm Further Upside""I share my l",0,0,0,0,0,,
1518,The current yearly resistance of ~$46500 (black) is having a hard time at properly rejecting price to the down,0,0,0,0,0,,
1519,"is once again trying to confirm a breakout into the $43100-$52000 range (black-black)At this time, $BTC is p",0,0,0,0,0,,
1520,is still in its Mid-Cycle period$BTC,0,0,0,0,0,,
1521,is once again challenging the mid-range resistance area formed by the two key Bull Market EMAs that BTC needs,0,0,0,0,0,,
1522,"got rejected by the blue -week EMA resistanceBut BTC is right back at the EMA, challenging it once moreT",0,0,0,0,0,,
1523,has broken out from its downtrending channel and reclaimed the HR range it had lost only a few days ago$BTC,0,0,0,0,0,,
1524,"has broken out from its red downtrending market structure In doing so, BTC has successfully reclaimed the H",0,0,0,0,0,,
1525,"New edition of the Rekt Capital newsletter is live""Here's What Needs To Do To Confirm Further Upside""I sha",0,0,0,0,0,,
